playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2543685","null","Jonathan Dowling","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2543690","null","Marion Grice","RB","FA","RB","FA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","3.43","null",
"2543714","null","Arthur Lynch","TE","FA","TE","FA","null","0","null","null","null","105","null","null","0","null","null","null","0","0","null","null",
"2543736","null","Stanley Jean-Baptiste","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2543751","null","David Fales","QB","FA","QB","FA","null","0","null","null","null","73","null","null","0","null","null","null","0","0","3.6751","null",
"2543760","null","Jordan Zumwalt","LB","FA","LB","FA","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2543767","null","Logan Thomas","QB","FA","QB","FA","null","0","null","null","null","73","null","null","0","null","null","null","0","0","4.1498","null",
"2543775","null","Dezmen Southward","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2543777","null","Robert Herron","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2543781","null","Zach Hocker","K","FA","K","FA","null","0","null","null","null","32","null","null","0","null","null","null","0","0","2.3527","null",
"2543784","null","Keith Wenning","QB","FA","QB","FA","null","0","null","null","null","73","null","null","0","null","null","null","0","0","3.6751","null",
"2543786","null","Larry Webster","DL","FA","DL","FA","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2543792","null","Matt Hazel","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2543796","null","Zach Moore","DL","FA","DL","FA","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2543820","null","Brock Vereen","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2543834","null","Bennett Jackson","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2543836","null","T.J. Jones","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","3.3962","null",
"2549883","null","Marcus Ball","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2549915","null","Randell Johnson","LB","FA","LB","FA","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2549919","null","Brandon Watts","LB","FA","LB","FA","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2549926","null","Shelby Harris","DL","FA","DL","FA","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2549982","null","Garrett Gilbert","QB","FA","QB","FA","null","0","null","null","null","73","null","null","0","null","null","null","0","0","null","null",
"2549984","null","Ben Gardner","DL","FA","DL","FA","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2549984","null","Ben Gardner","LB","FA","LB","FA","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2550158","null","Nate Freese","K","FA","K","FA","null","0","null","null","null","32","null","null","0","null","null","null","0","0","null","null",
"2550168","null","Christian Bryant","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2550176","null","Kenny Anunike","DL","FA","DL","FA","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2550183","null","Jeremy Butler","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2550216","null","Jonathan Krause","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2550236","null","Deji Olatoye","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2550247","null","Bryn Renner","QB","FA","QB","FA","null","0","null","null","null","73","null","null","0","null","null","null","0","0","3.6751","null",
"2550263","null","Juwan Thompson","RB","FA","RB","FA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2550278","null","Blake Annen","TE","FA","TE","FA","null","0","null","null","null","105","null","null","0","null","null","null","0","0","null","null",
"2550292","null","Shamiel Gary","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2550308","null","Deontae Skinner","LB","FA","LB","FA","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2550309","null","Shayne Skov","LB","FA","LB","FA","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2550310","null","Carey Spear","K","FA","K","FA","null","0","null","null","null","32","null","null","0","null","null","null","0","0","null","null",
"2550330","null","Kain Colter","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2550345","null","Bruce Gaston","DL","FA","DL","FA","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2550355","null","Nic Jacobs","TE","FA","TE","FA","null","0","null","null","null","105","null","null","0","null","null","null","0","0","null","null",
"2550359","null","Seantavius Jones","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2550376","null","Stephen Morris","QB","FA","QB","FA","null","0","null","null","null","73","null","null","0","null","null","null","0","0","3.6751","null",
"2550380","null","Cody Parkey","K","FA","K","FA","null","0","null","null","null","32","null","null","0","null","null","null","0","0","2.3527","null",
"2550413","null","Corey Washington","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2550415","null","Tony Washington","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2550442","null","Marcus Roberson","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2550454","null","Asante Cleveland","TE","FA","TE","FA","null","0","null","null","null","105","null","null","0","null","null","null","0","0","null","null",
"2550485","null","Gator Hoskins","TE","FA","TE","FA","null","0","null","null","null","105","null","null","0","null","null","null","0","0","null","null",
"2550549","null","Deandre Coleman","DL","FA","DL","FA","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2550551","null","Travis Coons","K","FA","K","FA","null","0","null","null","null","32","null","null","0","null","null","null","0","0","2.3527","null",
"2550596","null","Darrin Reaves","RB","FA","RB","FA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2550628","null","Chris McCain","DL","FA","DL","FA","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2550628","null","Chris McCain","LB","FA","LB","FA","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2550633","null","Senorise Perry","RB","FA","RB","FA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2550654","null","KWaun Williams","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2550659","null","Tyler Patmon","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2551359","null","Jerome Cunningham","TE","FA","TE","FA","null","0","null","null","null","105","null","null","0","null","null","null","0","0","null","null",
"2552253","null","DJoun Smith","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2552271","null","Geneo Grissom","DL","FA","DL","FA","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2552277","null","Ryan Russell","DL","FA","DL","FA","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2552282","null","Gabe Wright","DL","FA","DL","FA","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2552291","null","Deiontrez Mount","LB","FA","LB","FA","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2552305","null","Amarlo Herrera","LB","FA","LB","FA","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2552318","null","Paul Dawson","LB","FA","LB","FA","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2552320","null","Ramik Wilson","LB","FA","LB","FA","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2552371","null","Garrett Grayson","QB","FA","QB","FA","null","0","null","null","null","73","null","null","0","null","null","null","0","0","7.0036","null",
"2552376","null","David Cobb","RB","FA","RB","FA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","6.5102","null",
"2552380","null","Karlos Williams","RB","FA","RB","FA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","6.8899","null",
"2552411","null","Dezmin Lewis","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2552421","null","Kenny Bell","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2552428","null","Tre McBride","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","3.9498","null",
"2552431","null","Vince Mayle","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2552440","null","Doran Grant","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2552449","null","Tye Smith","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2552462","null","Gerald Christian","TE","FA","TE","FA","null","0","null","null","null","105","null","null","0","null","null","null","0","0","null","null",
"2552476","null","Kenny Hilliard","RB","FA","RB","FA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2552572","null","JaCorey Shepherd","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2552587","null","Alex Carter","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2552616","null","Duron Carter","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2552627","null","DeAndre Smelter","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2552634","null","Joey Iosefa","RB","FA","RB","FA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2552650","null","Mario Alford","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2552654","null","Geremy Davis","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2552657","null","DeAndrew White","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2552680","null","Neiron Ball","LB","FA","LB","FA","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2552685","null","Max Valles","DL","FA","DL","FA","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2552691","null","Charles Gaines","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2553117","null","Jarryd Hayne","RB","FA","RB","FA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2553229","null","Cedric Thompson","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2553353","null","Darryl Roberts","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2553445","null","Tony Steward","LB","FA","LB","FA","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2553449","null","Reshard Cliett","LB","FA","LB","FA","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2553453","null","Andre Debose","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2553462","null","Josh Robinson","RB","FA","RB","FA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2553486","null","Trey Williams","RB","FA","RB","FA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2553497","null","Kyle Brindza","K","FA","K","FA","null","0","null","null","null","32","null","null","0","null","null","null","0","0","null","null",
"2553502","null","DeAndre Carter","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2553533","null","Alonzo Harris","RB","FA","RB","FA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2553545","null","Isaiah Johnson","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2553548","null","Jake Kumerow","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2553576","null","Tom Obarski","K","FA","K","FA","null","0","null","null","null","32","null","null","null","null","null","null","0","0","null","null",
"2553585","null","Terrance Plummer","LB","FA","LB","FA","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2553599","null","Jaxon Shipley","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2553605","null","A.J. Tarpley","LB","FA","LB","FA","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2553610","null","John Timu","LB","FA","LB","FA","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2553618","null","Brandon Wegher","RB","FA","RB","FA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2553652","null","Chris Harper","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2553652","null","Chris Harper","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2553660","null","Akeem Hunt","RB","FA","RB","FA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2553662","null","Gus Johnson","RB","FA","RB","FA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2553670","null","Jeff Luc","LB","FA","LB","FA","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2553672","null","Nick Marshall","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2553682","null","Wes Saxton","TE","FA","TE","FA","null","0","null","null","null","105","null","null","0","null","null","null","0","0","null","null",
"2553703","null","Devante Davis","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2553736","null","Denzel Rice","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2553773","null","Mitchell Henry","TE","FA","TE","FA","null","0","null","null","null","105","null","null","0","null","null","null","0","0","null","null",
"2553787","null","Chandler Worthy","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2553791","null","E.J. Bibbs","TE","FA","TE","FA","null","0","null","null","null","105","null","null","0","null","null","null","0","0","null","null",
"2553797","null","Michael Dyer","RB","FA","RB","FA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2553821","null","Cody Riggs","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2553828","null","J.R. Tavai","LB","FA","LB","FA","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2553829","null","Andrew Turzilli","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2553840","null","Brian Parker","TE","FA","TE","FA","null","0","null","null","null","105","null","null","0","null","null","null","0","0","null","null",
"2553858","null","Austin Willis","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2553867","null","Mack Brown","RB","FA","RB","FA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2553892","null","Austin Hill","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2553896","null","Darius Jennings","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2553900","null","Daniel Brown","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2554138","null","Kasen Williams","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2554138","null","Kasen Williams","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2555263","null","Kevin Hogan","QB","FA","QB","FA","null","0","null","null","null","73","null","null","0","null","null","null","0","0","3.6751","null",
"2555462","null","Kelvin Taylor","RB","FA","RB","FA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2555471","null","Kenny Lawler","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2555483","null","Thomas Duarte","TE","FA","TE","FA","null","0","null","null","null","105","null","null","0","null","null","null","0","0","null","null",
"2555487","null","Beau Sandland","TE","FA","TE","FA","null","0","null","null","null","105","null","null","0","null","null","null","0","0","null","null",
"2555548","null","Zack Sanchez","DB","FA","DB","FA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2555573","null","Anthony Dable","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2556144","null","Daniel Braverman","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2556261","null","Moritz Boehringer","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2556375","null","Rico Gathers","TE","FA","TE","FA","null","0","null","null","null","105","null","null","0","null","null","null","0","0","null","null",
"2556379","null","Zac Brooks","RB","FA","RB","FA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2556454","null","Brandon Wilds","RB","FA","RB","FA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2556460","null","Geronimo Allison","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2556473","null","Jace Billingsley","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2556478","null","Ben Braunecker","TE","FA","TE","FA","null","0","null","null","null","105","null","null","null","null","null","null","0","0","null","null",
"2556490","null","Devon Cajuste","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2556507","null","Marshaun Coprich","RB","FA","RB","FA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2556541","null","Aaron Green","RB","FA","RB","FA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2556569","null","Andy Jones","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2556836","null","Duke Williams","WR","FA","WR","FA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2556851","null","Keyarris Garrett","WR","FA","WR","FA","null","0","null","null","null","185","null","null","null","null","null","null","0","0","null","null",
"2543557","null","Demetri Goodson","DB","GB","DB","GB","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2550242","null","Mike Pennel","DL","GB","DL","GB","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2553292","null","Kennard Backman","TE","GB","TE","GB","null","0","null","null","null","105","null","null","0","null","null","null","0","0","null","null",
"2553461","null","Christian Ringo","DL","GB","DL","GB","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2553511","null","John Crockett","RB","GB","RB","GB","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"1037916","null","Stevie Brown","DB","HOU","DB","HOU","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2532970","null","Brandon Weeden","QB","HOU","QB","HOU","null","0","null","null","null","73","null","null","0","null","null","null","0","0","5.1183","null",
"71255","null","Chase Coffman","TE","IND","TE","IND","null","0","null","null","null","105","null","null","0","null","null","null","0","0","null","null",
"79901","null","Vontae Davis","DB","IND","DB","IND","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2495491","null","Akeem Ayers","LB","IND","LB","IND","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2508055","null","Arthur Jones","DL","IND","DL","IND","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2550228","null","Dewey McDonald","DB","IND","DB","IND","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2550307","null","Kelcy Quarles","DL","IND","DL","IND","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"497270","null","Arrelious Benn","WR","JAC","WR","JAC","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2533038","null","Justin Blackmon","WR","JAC","WR","JAC","null","0","null","null","null","185","null","null","0","null","null","null","0","0","3.0781","null",
"2535582","null","Peyton Thompson","DB","JAC","DB","JAC","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2535696","null","Joe Banyard","RB","JAC","RB","JAC","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2539245","null","Arthur Brown","LB","JAC","LB","JAC","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2543501","null","Aaron Colvin","DB","JAC","DB","JAC","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2543761","null","Shaq Evans","WR","JAC","WR","JAC","null","0","null","null","null","185","null","null","0","null","null","null","0","0","3.243","null",
"2543776","null","Marqueston Huff","DB","JAC","DB","JAC","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2552313","null","Hayes Pullard","LB","JAC","LB","JAC","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"925","null","Jamaal Charles","RB","KC","RB","KC","null","0","null","null","null","138","null","null","0","null","null","null","0","0","6.2675","null",
"79605","null","Josh Mauga","LB","KC","LB","KC","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2495493","null","Justin Houston","LB","KC","LB","KC","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2534875","null","Dezman Moses","LB","KC","LB","KC","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2540173","null","Tyler Bray","QB","KC","QB","KC","null","0","null","null","null","73","null","null","0","null","null","null","0","0","3.6751","null",
"2540280","null","Sam Barrington","LB","KC","LB","KC","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2552479","null","DaRon Brown","WR","KC","WR","KC","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2531218","null","Chase Reynolds","RB","LA","RB","LA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2540157","null","Stedman Bailey","WR","LA","WR","LA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2543502","null","Tre Mason","RB","LA","RB","LA","null","0","null","null","null","138","null","null","0","null","null","null","0","0","6.3414","null",
"2556636","null","Marquez North","WR","LA","WR","LA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"25","null","Ifo Ekpre-Olomu","DB","MIA","DB","MIA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2495142","null","Chris Culliver","DB","MIA","DB","MIA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2539288","null","Dion Jordan","DL","MIA","DL","MIA","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2541408","null","Chris Jones","DL","MIA","DL","MIA","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2552257","null","Ifo Ekpre-Olomu","DB","MIA","DB","MIA","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2553729","null","Tyler Murphy","WR","MIA","WR","MIA","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2539251","null","Melvin White","DB","MIN","DB","MIN","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2539312","null","Brad Sorensen","QB","MIN","QB","MIN","null","0","null","null","null","73","null","null","0","null","null","null","0","0","null","null",
"2543624","null","Jabari Price","DB","MIN","DB","MIN","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2552267","null","B.J. Dubose","DL","MIN","DL","MIN","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2553668","null","Jordan Leslie","WR","MIN","WR","MIN","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"79625","null","Bear Pascoe","TE","NE","TE","NE","null","0","null","null","null","105","null","null","0","null","null","null","0","0","3.4057","null",
"2495469","null","Dion Lewis","RB","NE","RB","NE","null","0","null","null","null","138","null","null","0","null","null","null","0","0","4.5692","null",
"2495920","null","Rob Ninkovich","DL","NE","DL","NE","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2504211","null","Tom Brady","QB","NE","QB","NE","null","0","null","null","null","73","null","null","0","null","null","null","0","0","3.2741","null",
"2541390","null","Kevin Dorsey","WR","NE","WR","NE","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2553464","null","Matt Wells","LB","NE","LB","NE","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"71459","null","Jamarca Sanford","DB","NO","DB","NO","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"79527","null","Kyle Wilson","DB","NO","DB","NO","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"497204","null","C.J. Spiller","RB","NO","RB","NO","null","0","null","null","null","138","null","null","0","null","null","null","0","0","5.2865","null",
"2531177","null","Sterling Moore","DB","NO","DB","NO","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2534437","null","Austin Johnson","RB","NO","RB","NO","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2543549","null","Vinnie Sunseri","DB","NO","DB","NO","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2550411","null","Lawrence Virgil","DL","NO","DL","NO","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2552290","null","Davis Tull","LB","NO","LB","NO","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2552292","null","Hauoli Kikaha","LB","NO","LB","NO","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2553802","null","R.J. Harris","WR","NO","WR","NO","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2553820","null","Bobby Richardson","DL","NO","DL","NO","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2555242","null","Sheldon Rankins","DL","NO","DL","NO","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"264","null","Josh Johnson","QB","NYG","QB","NYG","null","0","null","null","null","73","null","null","0","null","null","null","0","0","3.6751","null",
"2507200","null","Zak DeOssie","LB","NYG","LB","NYG","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2507846","null","Jermelle Cudjo","DL","NYG","DL","NYG","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2533444","null","Randy Bullock","K","NYG","K","NYG","null","0","null","null","null","32","null","null","0","null","null","null","0","0","2.3527","null",
"2550270","null","Nikita Whitlock","RB","NYG","RB","NYG","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2553667","null","Matt LaCosse","TE","NYG","TE","NYG","null","0","null","null","null","105","null","null","0","null","null","null","0","0","null","null",
"2555522","null","B.J. Goodson","LB","NYG","LB","NYG","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"89798","null","Antone Smith","RB","NYJ","RB","NYJ","null","0","null","null","null","138","null","null","0","null","null","null","0","0","null","null",
"2541140","null","Mike Catapano","DL","NYJ","DL","NYJ","null","0","null","null","null","234","null","null","0","null","null","null","0","0","null","null",
"2541140","null","Mike Catapano","LB","NYJ","LB","NYJ","null","0","null","null","null","208","null","null","0","null","null","null","0","0","null","null",
"2553434","null","Devin Smith","WR","NYJ","WR","NYJ","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2553874","null","Titus Davis","WR","NYJ","WR","NYJ","null","0","null","null","null","185","null","null","0","null","null","null","0","0","null","null",
"2555313","null","Juston Burris","DB","NYJ","DB","NYJ","null","0","null","null","null","282","null","null","0","null","null","null","0","0","null","null",
"2555416","null","Christian Hackenberg","QB","NYJ","QB","NYJ","null","0","null","null","null","73","null","null","0.0459","null","null","null","0","0","4.325","null",
